order_id,loan_date,period,due_date,repay_date,loan_amount
id_1925,2021-05-22,8,2022-01-22,2022-01-27,298.55
id_2948,2021-05-22,1,2021-06-22,2021-06-20,483.04
id_2571,2021-05-23,4,2021-09-23,2021-08-09,82.03
id_1926,2021-05-23,10,2022-03-23,2021-06-02,340.6
id_2714,2021-05-23,10,2022-03-23,2022-03-25,107.29
id_542,2021-05-24,9,2022-02-24,2021-11-06,380.8
id_1291,2021-05-24,5,2021-10-24,2021-10-21,540.49
id_1526,2021-05-24,12,2022-05-24,,481.93
id_1530,2021-05-26,6,2021-11-26,2021-11-26,83.06
id_3396,2021-05-26,10,2022-03-26,2022-03-26,153.27
id_548,2021-05-27,2,2021-07-27,2021-07-27,364.55
id_3048,2021-05-27,5,2021-10-27,2021-10-26,201.68
id_4063,2021-05-28,4,2021-09-28,2021-09-28,410.13
id_824,2021-05-29,1,2021-06-28,2021-06-28,136.86
id_3929,2021-05-29,5,2021-10-28,2021-10-06,165.07
id_223,2021-05-29,12,2022-05-29,,143.21
id_4211,2021-05-29,11,2022-04-29,,408.2
id_3737,2021-05-30,8,2022-01-30,2022-01-30,230.31
id_3151,2021-05-30,8,2022-01-28,2022-03-03,84.1
id_2723,2021-05-31,1,2021-06-30,2021-06-30,201.31
id_825,2021-05-31,4,2021-09-30,2021-09-29,79.1
id_2854,2021-05-31,5,2021-10-31,2021-10-31,104.29
id_3738,2021-05-31,2,2021-07-31,2021-07-31,377.17
id_2440,2021-06-02,11,2022-05-02,,908.43
id_561,2021-06-02,12,2022-06-02,,172.49
id_831,2021-06-05,12,2022-06-05,2022-01-29,190.0
id_241,2021-06-08,10,2022-04-08,,273.83
id_3930,2021-06-09,1,2021-07-09,2021-07-09,442.79
id_2124,2021-06-09,7,2022-01-09,2022-01-09,476.37
id_3640,2021-06-10,2,2021-08-10,2021-08-10,410.93
id_1754,2021-06-10,9,2022-03-10,2021-10-08,84.62
id_4243,2021-06-11,10,2022-04-11,2022-02-26,212.87
id_3403,2021-06-11,3,2021-09-11,2021-09-09,489.1
id_4066,2021-06-11,6,2021-12-11,2021-12-02,498.32
id_3233,2021-06-12,1,2021-07-12,2021-07-12,88.55
id_2956,2021-06-13,7,2022-01-13,2022-01-13,234.01
id_3471,2021-06-14,12,2022-06-14,2021-11-25,285.02
id_3644,2021-06-16,6,2021-12-16,2021-07-13,181.03
id_580,2021-06-17,11,2022-05-17,2022-02-05,85.69
id_2289,2021-06-17,4,2021-10-17,2021-10-17,110.74
id_2450,2021-06-21,7,2022-01-21,2022-01-20,91.94
id_1328,2021-06-21,9,2022-03-21,2022-03-29,438.96
id_3156,2021-06-22,12,2022-06-22,2021-09-23,323.09
id_845,2021-06-22,6,2021-12-22,2021-12-21,246.86
id_3315,2021-06-22,9,2022-03-22,2022-03-25,169.24
id_848,2021-06-23,5,2021-11-23,,641.75
id_277,2021-06-24,7,2022-01-24,2022-01-24,376.1
id_3691,2021-06-24,9,2022-03-24,2022-03-24,131.69
id_1089,2021-06-24,9,2022-03-24,2022-03-25,228.25
id_281,2021-06-25,5,2021-11-25,2021-11-25,140.32
id_1960,2021-06-26,9,2022-03-26,2021-07-25,84.62
id_3158,2021-06-26,10,2022-04-26,,204.43
id_2600,2021-06-26,8,2022-02-26,2022-02-26,673.9
id_3066,2021-06-26,6,2021-12-26,2021-09-02,332.22
id_853,2021-06-26,3,2021-09-26,2021-09-20,123.19
id_3066,2021-06-26,1,2021-07-26,2021-07-26,322.03
id_862,2021-06-28,7,2022-01-28,2022-01-29,459.68
id_1342,2021-06-28,2,2021-08-28,,233.84
id_1774,2021-06-28,6,2021-12-28,2021-12-28,205.72
id_2973,2021-06-28,3,2021-09-28,2021-09-27,200.18
id_3907,2021-06-30,8,2022-02-28,,472.46
id_1102,2021-06-30,12,2022-06-30,,284.63
id_294,2021-06-30,7,2022-01-30,2022-01-27,585.04
id_2139,2021-07-01,9,2022-04-01,,522.44
id_605,2021-07-02,6,2022-01-02,2022-01-01,166.1
id_4168,2021-07-03,11,2022-06-03,,385.58
id_3744,2021-07-03,9,2022-04-03,2022-04-01,84.62
id_2979,2021-07-06,6,2022-01-06,2022-01-06,83.06
id_309,2021-07-06,10,2022-05-06,,340.6
id_1568,2021-07-06,4,2021-11-06,2021-11-06,246.08
id_1350,2021-07-06,9,2022-04-06,,304.76
id_1111,2021-07-07,10,2022-05-07,,383.18
id_3745,2021-07-07,6,2022-01-07,,368.43
id_4193,2021-07-08,11,2022-06-08,2021-11-22,85.69
id_4193,2021-07-08,8,2022-03-08,2021-11-22,84.1
id_4176,2021-07-08,2,2021-09-08,2021-09-04,145.82
id_1354,2021-07-08,3,2021-10-08,2021-10-08,260.85
id_1570,2021-07-08,7,2022-02-08,2022-02-07,445.76
id_1112,2021-07-09,5,2021-12-09,2021-12-09,403.34
id_3484,2021-07-10,3,2021-10-10,,387.73
id_2461,2021-07-11,2,2021-09-11,2021-09-11,396.95
id_875,2021-07-11,1,2021-08-11,2021-08-11,142.81
id_619,2021-07-11,8,2022-03-11,2022-03-13,345.73
id_4108,2021-07-13,4,2021-11-13,2021-09-17,410.13
id_318,2021-07-13,12,2022-07-13,,477.11
id_2757,2021-07-14,10,2022-05-14,,85.15
id_3323,2021-07-16,3,2021-10-16,2021-10-16,81.52
id_3606,2021-07-16,9,2022-04-16,,391.83
id_2615,2021-07-16,1,2021-08-16,2021-08-16,128.81
id_1364,2021-07-20,4,2021-11-20,2021-11-20,106.63
id_3325,2021-07-20,11,2022-06-20,,85.69
id_330,2021-07-21,11,2022-06-21,,469.01
id_3985,2021-07-23,12,2022-07-23,2021-09-02,477.11
id_2985,2021-07-23,11,2022-06-23,,231.35
id_2317,2021-07-24,4,2021-11-24,2021-11-24,393.73
id_335,2021-07-27,5,2021-12-27,2021-12-22,358.38
id_3701,2021-07-29,8,2022-03-29,,515.38
id_3330,2021-01-04,7,2021-08-04,2021-08-04,192.29
id_2,2021-01-04,12,2022-01-04,2021-11-25,86.6
id_1591,2021-01-06,12,2022-01-06,2021-01-17,95.31
id_2323,2021-01-07,11,2021-12-07,2021-08-04,343.99
id_3332,2021-01-08,11,2021-12-08,,86.0
id_3610,2021-01-12,12,2022-01-12,2022-01-10,181.88
id_10,2021-01-15,11,2021-12-15,,337.68
id_1595,2021-01-16,9,2021-10-16,2021-10-16,84.79
id_2772,2021-01-18,7,2021-08-18,2021-08-18,209.01
id_2477,2021-01-19,3,2021-04-19,2021-04-19,113.79
id_3491,2021-01-21,4,2021-05-21,,163.7
id_3755,2021-01-25,2,2021-03-25,2021-03-25,81.01
id_3611,2021-01-26,11,2021-12-26,2021-10-13,85.69
id_3877,2021-01-26,10,2021-11-26,2021-12-03,127.73
id_20,2021-01-27,1,2021-02-27,2021-02-26,209.32
id_4011,2021-01-28,1,2021-02-28,2021-02-27,161.01
id_4235,2021-01-28,6,2021-07-28,,249.16
id_3840,2021-01-28,6,2021-07-28,2021-07-27,83.06
id_2627,2021-01-29,11,2021-12-28,2021-12-29,128.53
id_2627,2021-01-29,7,2021-08-28,2021-09-07,125.36
id_2779,2021-01-29,11,2021-12-28,2021-04-06,462.69
id_1157,2021-01-30,6,2021-07-28,2021-07-11,249.17
id_1391,2021-02-01,7,2021-09-01,,83.61
id_359,2021-02-01,1,2021-03-01,2021-03-03,151.79
id_906,2021-02-02,6,2021-08-02,,207.63
id_1816,2021-02-02,3,2021-05-02,2021-05-01,201.72
id_909,2021-02-04,8,2021-10-04,,210.24
id_2994,2021-02-04,3,2021-05-04,2021-05-03,163.03
id_1607,2021-02-04,8,2021-10-04,2021-10-04,210.24
id_1609,2021-02-05,2,2021-04-05,2021-03-19,81.01
id_2634,2021-02-05,2,2021-04-05,2021-04-05,113.19
id_2634,2021-02-05,3,2021-05-05,2021-05-02,116.38
id_365,2021-02-06,2,2021-04-06,,283.54
id_3182,2021-02-07,8,2021-10-07,2021-10-10,100.92
id_2344,2021-02-07,11,2022-01-07,2022-01-05,263.17
id_2006,2021-02-07,7,2021-09-07,,292.51
id_3182,2021-02-07,3,2021-05-07,2021-05-06,97.82
id_663,2021-02-09,9,2021-11-09,2021-11-10,104.53
id_1397,2021-02-09,9,2021-11-09,2021-11-09,174.22
id_2636,2021-02-09,7,2021-09-09,2021-09-09,217.29
id_3262,2021-02-11,5,2021-07-11,2021-07-10,115.55
id_2346,2021-02-11,2,2021-04-11,2021-04-08,210.63
id_3186,2021-02-11,1,2021-03-11,2021-03-09,166.96
id_3758,2021-02-12,6,2021-08-12,2021-08-09,294.63
id_1174,2021-02-15,5,2021-07-15,2021-07-15,338.41
id_2016,2021-02-16,5,2021-07-16,2021-07-12,288.89
id_2491,2021-02-16,8,2021-10-16,2021-04-14,351.1
id_2788,2021-02-18,2,2021-04-18,2021-04-18,626.32
id_2493,2021-02-19,8,2021-10-19,2021-07-03,345.73
id_2643,2021-02-20,10,2021-12-20,2021-12-18,127.73
id_383,2021-02-20,2,2021-04-20,2021-04-20,120.74
id_3657,2021-02-21,1,2021-03-21,2021-03-21,281.77
id_676,2021-02-21,2,2021-04-21,2021-04-22,113.41
id_3711,2021-02-22,12,2022-02-22,2022-02-25,301.76
id_927,2021-02-24,9,2021-11-24,2021-07-17,653.31
id_2188,2021-02-27,7,2021-09-27,2021-09-06,250.72
id_3101,2021-02-27,7,2021-09-27,2021-09-27,83.58
id_3000,2021-02-28,3,2021-05-28,2021-03-30,77.59
id_1417,2021-02-28,5,2021-07-28,2021-07-11,250.2
id_3198,2021-02-28,4,2021-06-28,2021-06-18,78.62
id_1626,2021-03-01,3,2021-06-01,2021-05-07,423.46
id_2792,2021-03-01,8,2021-11-01,2021-11-01,92.5
id_3347,2021-03-02,8,2021-11-02,2021-06-09,260.7
id_3660,2021-03-02,8,2021-11-02,2021-11-02,260.7
id_4220,2021-03-03,4,2021-07-03,2021-07-02,82.03
id_3808,2021-03-03,12,2022-03-03,2022-02-07,249.1
id_3713,2021-03-04,2,2021-05-04,2021-05-04,162.02
id_3429,2021-03-04,7,2021-10-04,2021-10-13,250.72
id_3429,2021-03-04,9,2021-12-04,,253.86
id_403,2021-03-04,11,2022-02-04,2022-02-04,390.04
id_2355,2021-03-04,12,2022-03-04,2021-03-21,353.46
id_2796,2021-03-04,5,2021-08-04,2021-08-03,248.67
id_2650,2021-03-04,1,2021-04-04,2021-04-01,369.47
id_3994,2021-03-05,6,2021-09-05,2021-09-05,207.63
id_1424,2021-03-06,8,2021-11-06,2021-11-27,336.39
id_2507,2021-03-06,5,2021-08-06,2021-08-06,165.07
id_940,2021-03-06,12,2022-03-06,,86.19
id_2507,2021-03-06,4,2021-07-06,2021-07-03,164.05
id_3201,2021-03-07,12,2022-03-07,2022-03-07,249.1
id_82,2021-03-08,7,2021-10-08,2021-10-08,208.93
id_697,2021-03-08,8,2021-11-08,2021-11-05,324.15
id_4178,2021-03-09,5,2021-08-09,2021-08-09,206.34
id_3498,2021-03-09,5,2021-08-09,2021-08-05,371.43
id_3433,2021-03-09,4,2021-07-09,2021-07-09,254.28
id_1199,2021-03-09,4,2021-07-09,2021-07-09,229.38
id_701,2021-03-10,12,2022-03-10,2022-03-10,258.68
id_1428,2021-03-11,11,2022-02-11,,85.69
id_1428,2021-03-11,8,2021-11-11,2021-12-09,84.1
id_2798,2021-03-13,6,2021-09-13,2021-09-11,149.5
id_1432,2021-03-14,10,2022-01-14,,88.87
id_3352,2021-03-16,6,2021-09-16,2021-09-16,106.44
id_3353,2021-03-16,1,2021-04-16,2021-04-13,241.52
id_3353,2021-03-16,2,2021-05-16,2021-05-16,243.03
id_711,2021-03-17,10,2022-01-17,2022-01-17,85.15
id_1849,2021-03-18,9,2021-12-18,2021-12-18,592.35
id_717,2021-03-19,7,2021-10-19,2021-10-19,125.88
id_956,2021-03-19,10,2022-01-19,2021-12-01,88.87
id_1852,2021-03-20,2,2021-05-20,2021-05-16,410.6
id_1442,2021-03-20,10,2022-01-20,2022-01-22,115.53
id_1853,2021-03-20,7,2021-10-20,2021-10-23,376.08
id_1443,2021-03-21,6,2021-09-21,2021-09-21,83.06
id_1854,2021-03-21,5,2021-08-21,2021-08-21,247.61
id_1856,2021-03-22,10,2022-01-22,2022-01-22,255.45
id_2209,2021-03-23,5,2021-08-23,2021-08-23,200.54
id_2920,2021-03-24,3,2021-06-24,2021-06-24,115.49
id_3565,2021-03-24,2,2021-05-24,2021-03-27,324.04
id_1650,2021-03-24,1,2021-04-24,2021-04-24,402.54
id_2052,2021-03-25,11,2022-02-25,2022-02-25,248.48
id_2512,2021-03-26,11,2022-02-26,2022-02-24,128.53
id_2667,2021-03-27,12,2022-03-27,2022-03-27,301.76
id_3666,2021-03-27,12,2022-03-27,2022-03-27,724.25
id_1861,2021-03-28,12,2022-03-28,2022-03-06,86.19
id_3505,2021-03-28,1,2021-04-28,2021-04-02,80.51
id_2515,2021-03-29,10,2022-01-28,2022-01-21,102.18
id_453,2021-03-30,7,2021-10-28,2021-10-28,376.09
id_1232,2021-03-30,5,2021-08-30,2021-08-28,120.33
id_2521,2021-03-31,2,2021-05-28,2021-05-28,291.65
id_2220,2021-04-01,10,2022-02-01,2022-02-01,85.15
id_3280,2021-04-01,4,2021-08-01,,464.97
id_2221,2021-04-02,5,2021-09-02,2021-09-02,288.89
id_4216,2021-04-03,8,2021-12-03,2021-12-05,385.22
id_461,2021-04-03,1,2021-05-03,2021-04-30,322.03
id_2525,2021-04-03,5,2021-09-03,2021-09-03,1815.86
id_3816,2021-04-04,11,2022-03-04,2022-03-01,85.69
id_3721,2021-04-05,5,2021-09-05,2021-09-05,231.11
id_1667,2021-04-05,10,2022-02-05,2022-02-05,153.27
id_3025,2021-04-06,5,2021-09-06,2021-09-05,338.41
id_137,2021-04-06,10,2022-02-06,,399.94
id_3446,2021-04-07,5,2021-09-07,,280.77
id_1671,2021-04-07,7,2021-11-07,2021-11-07,259.08
id_2071,2021-04-07,8,2021-12-07,2021-12-10,299.62
id_1672,2021-04-08,3,2021-07-08,2021-07-08,326.07
id_3121,2021-04-08,6,2021-10-08,,664.44
id_469,2021-04-08,4,2021-08-08,2021-08-08,205.06
id_3624,2021-04-10,6,2021-10-10,,290.69
id_2532,2021-04-10,1,2021-05-10,2021-05-09,80.51
id_2074,2021-04-11,2,2021-06-11,2021-06-11,364.55
id_1680,2021-04-11,2,2021-06-11,2021-06-06,113.15
id_755,2021-04-12,5,2021-09-12,2021-09-12,132.06
id_478,2021-04-12,2,2021-06-12,2021-06-12,97.21
id_3890,2021-04-12,4,2021-08-12,,164.05
id_1248,2021-04-13,9,2022-01-13,2022-01-13,423.11
id_1248,2021-04-13,11,2022-03-13,2022-03-13,428.42
id_767,2021-04-18,3,2021-07-18,2021-07-18,285.31
id_766,2021-04-19,7,2021-11-19,2021-11-19,167.14
id_1691,2021-04-18,10,2022-02-18,2022-02-20,161.79
id_2929,2021-04-19,5,2021-09-19,2021-09-25,577.77
id_3124,2021-04-17,4,2021-08-17,2021-08-17,114.84
id_2402,2021-04-18,10,2022-02-18,2022-02-21,689.73
id_4163,2021-04-17,1,2021-05-17,2021-05-12,80.51
id_1478,2021-04-18,6,2021-10-18,2021-10-16,290.69
id_2401,2021-04-20,4,2021-08-20,2021-05-16,188.66
id_3574,2021-04-18,3,2021-07-18,2021-07-18,122.28
id_155,2021-04-14,9,2022-01-14,2022-01-13,465.43
id_2824,2021-04-20,12,2022-04-20,,86.19
id_1005,2021-04-19,10,2022-02-19,2022-02-19,298.03
id_758,2021-04-17,2,2021-06-17,2021-06-11,210.63
id_2824,2021-04-20,9,2022-01-20,2022-01-20,84.62
id_1694,2021-04-22,9,2022-01-22,2022-01-21,253.86
id_3725,2021-04-22,1,2021-05-22,2021-05-22,80.51
id_1486,2021-04-22,1,2021-05-22,2021-05-07,362.28
id_1489,2021-04-23,4,2021-08-23,2021-08-21,328.11
id_1258,2021-04-23,6,2021-10-23,2021-10-19,83.06
id_3779,2021-04-24,2,2021-06-24,2021-06-24,291.64
id_3219,2021-04-24,6,2021-10-24,2021-10-20,83.06
id_2236,2021-04-24,3,2021-07-24,2021-07-21,97.82
id_3127,2021-04-25,3,2021-07-25,2021-07-16,293.46
id_1013,2021-04-26,5,2021-09-26,2021-09-26,165.07
id_2687,2021-04-27,3,2021-07-27,2021-07-27,81.52
id_2830,2021-04-28,8,2021-12-28,2021-12-28,168.19
id_3947,2021-04-29,3,2021-07-28,2021-07-28,326.07
id_1493,2021-04-30,6,2021-10-28,2021-10-28,99.67
id_499,2021-04-30,6,2021-10-28,2021-10-28,182.73
id_3130,2021-05-01,8,2022-01-01,2021-12-30,168.19
id_2692,2021-05-01,4,2021-09-01,,82.03
id_3220,2021-05-02,6,2021-11-02,,91.36
id_505,2021-05-03,6,2021-11-03,2021-11-01,83.06
id_2553,2021-05-03,2,2021-07-03,2021-07-01,129.62
id_2414,2021-05-05,5,2021-10-05,2021-10-05,165.07
id_3134,2021-05-06,6,2021-11-06,2021-10-08,174.41
id_2834,2021-05-07,1,2021-06-07,2021-05-12,80.51
id_2557,2021-05-07,5,2021-10-07,2021-10-06,371.43
id_507,2021-05-08,8,2022-01-08,2022-01-08,252.29
id_3521,2021-05-08,2,2021-07-08,,405.06
id_1712,2021-05-08,11,2022-04-08,,514.09
id_2246,2021-05-08,9,2022-02-08,2022-02-09,177.71
id_2835,2021-05-08,4,2021-09-08,,656.21
id_2419,2021-05-10,9,2022-02-10,2021-11-01,126.94
id_3785,2021-05-10,10,2022-03-10,2022-03-20,447.07
id_510,2021-05-11,1,2021-06-11,2021-06-11,233.47
id_1912,2021-05-11,7,2021-12-11,2021-12-11,462.58
id_3948,2021-05-11,9,2022-02-11,2022-02-13,191.54
id_3386,2021-05-12,2,2021-07-12,2021-07-07,202.52
id_1913,2021-05-13,10,2022-03-13,2022-03-13,425.76
id_792,2021-05-14,5,2021-10-14,2021-10-14,825.39
id_1513,2021-05-14,12,2022-05-14,,534.51
id_4004,2021-05-14,8,2022-01-14,,85.3
id_2097,2021-05-14,7,2021-12-14,2021-12-14,100.29
id_1282,2021-05-15,12,2022-05-15,,86.19
id_3632,2021-05-15,11,2022-04-15,,102.82
id_4229,2021-05-16,5,2021-10-16,2021-10-14,231.11
id_521,2021-05-17,5,2021-10-17,2021-06-10,420.95
id_1285,2021-05-17,3,2021-08-17,2021-08-17,211.94
id_3730,2021-05-17,7,2021-12-17,2021-12-17,417.87
id_800,2021-05-17,2,2021-07-17,2021-07-12,387.79
id_1918,2021-05-17,10,2022-03-17,2022-01-16,340.6
id_3681,2021-05-18,11,2022-04-18,,299.89
id_3633,2021-05-18,10,2022-03-18,,491.78
id_3786,2021-05-19,12,2022-05-19,,517.37
id_4210,2021-05-20,5,2021-10-20,2021-10-20,82.54
id_3898,2021-05-21,5,2021-10-21,2021-09-28,167.24
id_2107,2021-05-22,7,2021-12-22,2021-12-27,250.72
id_809,2021-05-22,5,2021-10-22,,82.54
id_538,2021-05-23,10,2022-03-23,2021-11-11,136.24
id_201,2021-05-23,3,2021-08-23,2021-08-23,138.59
id_536,2021-05-23,9,2022-02-23,2021-07-15,296.18
id_538,2021-05-23,6,2021-11-23,2021-11-11,132.89
id_3787,2021-05-23,9,2022-02-23,2021-11-04,93.08
id_1732,2021-05-23,11,2022-04-23,,342.73
id_1928,2021-05-25,8,2022-01-25,2022-01-24,707.99
id_3951,2021-05-25,10,2022-03-25,2022-03-22,85.15
id_1737,2021-05-26,1,2021-06-26,2021-06-26,443.36
id_2269,2021-05-26,2,2021-07-26,2021-07-26,113.41
id_1739,2021-05-27,11,2022-04-27,,111.38
id_819,2021-05-27,10,2022-03-27,2022-03-26,85.15
id_2573,2021-05-27,7,2021-12-27,2021-12-22,251.76
id_1934,2021-05-28,2,2021-07-28,2021-07-28,418.21
id_214,2021-05-28,10,2022-03-28,2022-03-28,447.07
id_1052,2021-05-28,7,2021-12-28,2021-12-28,142.08
id_3050,2021-05-29,2,2021-07-28,2021-07-28,364.55
id_824,2021-05-29,9,2022-02-28,2022-02-28,143.86
id_1742,2021-05-29,1,2021-06-29,2021-06-29,147.79
id_3054,2021-05-30,6,2021-11-28,2021-11-28,232.56
id_1303,2021-05-30,9,2022-02-28,2022-02-27,423.12
id_227,2021-05-31,9,2022-02-28,,423.13
id_1538,2021-06-01,12,2022-06-01,,522.53
id_1746,2021-06-01,8,2022-02-01,2022-02-01,185.02
id_1067,2021-06-02,1,2021-07-02,2021-07-04,223.68
id_2441,2021-06-02,12,2022-06-02,2021-09-19,431.06
id_3400,2021-06-04,9,2022-03-04,2022-03-04,149.25
id_3592,2021-06-07,9,2022-03-07,2021-12-04,84.62
id_3739,2021-06-09,8,2022-02-09,2022-02-09,170.61
id_2860,2021-06-10,12,2022-06-10,,190.0
id_3593,2021-06-10,10,2022-04-10,,127.73
id_1316,2021-06-11,12,2022-06-11,2021-08-23,190.0
id_1549,2021-06-13,3,2021-09-13,2021-09-13,153.99
id_253,2021-06-13,2,2021-08-13,2021-07-29,105.31
id_3642,2021-06-13,7,2022-01-13,2021-06-17,183.87
id_1321,2021-06-13,2,2021-08-13,2021-08-16,81.01
id_3826,2021-06-14,3,2021-09-14,2021-09-14,244.55
id_1080,2021-06-14,6,2021-12-14,2021-12-16,124.59
id_1080,2021-06-14,4,2021-10-14,2021-10-16,123.04
id_3740,2021-06-16,1,2021-07-16,2021-07-16,112.71
id_3310,2021-06-16,4,2021-10-16,2021-10-13,237.88
id_837,2021-06-16,12,2022-06-16,,94.87
id_2962,2021-06-17,3,2021-09-17,2021-09-17,277.16
id_2292,2021-06-19,9,2022-03-19,2021-08-02,143.86
id_3062,2021-06-20,11,2022-05-20,,181.69
id_265,2021-06-21,3,2021-09-21,2021-09-21,130.89
id_265,2021-06-21,11,2022-05-21,,154.43
id_3743,2021-06-23,10,2022-04-23,,399.97
id_2593,2021-06-23,8,2022-02-23,,142.97
id_3598,2021-06-23,10,2022-04-23,,559.96
id_3792,2021-06-23,4,2021-10-23,2021-10-20,820.26
id_3408,2021-06-23,1,2021-07-23,2021-07-23,402.54
id_1333,2021-06-23,10,2022-04-23,,340.6
id_1770,2021-06-23,8,2022-02-23,2022-02-24,298.57
id_3958,2021-06-23,3,2021-09-23,2021-09-20,374.97
id_3828,2021-06-24,3,2021-09-24,2021-09-24,326.07
id_3906,2021-06-24,2,2021-08-24,2021-08-26,75.43
id_276,2021-06-24,4,2021-10-24,2021-10-25,79.1
id_2741,2021-06-27,10,2022-04-27,,293.31
id_3599,2021-06-28,1,2021-07-28,2021-07-16,283.33
id_3240,2021-06-28,7,2022-01-28,2022-01-29,167.16
id_863,2021-06-29,1,2021-07-29,2021-06-30,104.38
id_3538,2021-06-29,4,2021-10-29,2021-10-29,237.3
id_2745,2021-06-30,3,2021-09-30,2021-09-29,384.97
id_1777,2021-06-30,5,2021-11-30,2021-12-18,320.88
id_2302,2021-07-02,2,2021-09-02,2021-09-01,301.68
id_4168,2021-07-03,10,2022-05-03,,383.18
id_3600,2021-07-04,11,2022-06-04,,453.57
id_1110,2021-07-05,3,2021-10-05,2021-10-04,77.55
id_1110,2021-07-05,6,2022-01-05,2022-01-02,81.87
id_2750,2021-07-05,10,2022-05-05,2021-11-03,356.22
id_3244,2021-07-05,9,2022-04-05,,135.39
id_3164,2021-07-05,7,2022-02-05,,83.58
id_2608,2021-07-06,7,2022-02-06,2022-02-03,158.79
id_1568,2021-07-06,8,2022-03-06,2022-03-06,252.29
id_609,2021-07-07,4,2021-11-07,2021-11-01,164.05
id_1571,2021-07-08,5,2021-12-08,2021-12-11,825.39
210708190557934400,2021-07-08,10,2022-05-08,,255.45
id_612,2021-07-08,5,2021-12-08,2021-12-08,403.34
id_1789,2021-07-10,5,2021-12-10,2021-12-10,403.34
id_2460,2021-07-10,3,2021-10-10,2021-10-10,226.22
id_2612,2021-07-11,4,2021-11-11,2021-11-11,78.58
id_2756,2021-07-13,9,2022-04-13,,338.49
id_317,2021-07-13,6,2022-01-13,2022-01-13,199.33
id_318,2021-07-13,5,2021-12-13,2021-12-13,403.34
id_2312,2021-07-13,4,2021-11-13,2021-11-12,106.63
id_317,2021-07-13,7,2022-02-13,2022-02-13,200.58
id_1117,2021-07-14,2,2021-09-14,2021-09-14,339.39
id_319,2021-07-14,12,2022-07-14,,477.11
id_2759,2021-07-16,6,2022-01-16,2022-01-16,106.44
id_1979,2021-07-16,10,2022-05-16,,182.55
id_1121,2021-07-17,10,2022-05-17,,85.15
id_1981,2021-07-17,2,2021-09-17,2021-09-15,183.45
id_1361,2021-07-18,5,2021-12-18,2021-12-17,82.54
id_1795,2021-07-19,12,2022-07-19,,129.29
id_3252,2021-07-20,6,2022-01-20,2022-01-18,417.39
id_2876,2021-07-21,10,2022-05-21,,383.18
id_1366,2021-07-21,3,2021-10-21,2021-10-22,407.59
id_332,2021-07-25,9,2022-04-25,,266.46
id_334,2021-07-27,6,2022-01-27,2022-01-27,232.55
id_337,2021-07-28,4,2021-11-28,2021-11-28,557.92
id_1985,2021-07-30,5,2021-12-30,2021-12-04,80.67
id_2764,2021-01-01,1,2021-02-01,2021-02-01,136.23
id_2157,2021-01-03,12,2022-01-03,2022-01-03,86.6
id_1134,2021-01-04,3,2021-04-04,2021-04-02,203.19
id_2472,2021-01-06,7,2021-08-06,2021-08-04,250.81
id_1371,2021-01-06,3,2021-04-06,2021-04-06,146.3
id_2768,2021-01-07,8,2021-09-07,,92.61
id_3080,2021-01-07,9,2021-10-07,2021-10-06,254.38
id_2162,2021-01-10,11,2021-12-10,2021-06-02,86.0
id_3835,2021-01-14,5,2021-06-14,2021-05-31,659.45
id_636,2021-01-15,12,2022-01-15,2021-07-07,129.89
id_3336,2021-01-20,7,2021-08-20,2021-08-20,91.96
id_2890,2021-01-21,9,2021-10-21,,127.19
id_4073,2021-01-23,12,2022-01-23,2022-01-22,94.12
id_349,2021-01-25,12,2022-01-25,2022-01-25,122.32
id_4054,2021-01-25,3,2021-04-25,2021-04-24,331.8
id_4032,2021-01-25,1,2021-02-25,2021-02-25,161.01
id_3877,2021-01-26,1,2021-02-26,2021-03-01,120.76
id_2992,2021-01-26,7,2021-08-26,2021-08-18,250.72
id_644,2021-01-26,8,2021-09-26,2021-09-26,235.47
id_4177,2021-01-27,2,2021-03-27,2021-03-03,202.52
id_4177,2021-01-27,6,2021-07-27,2021-07-27,207.63
id_649,2021-01-28,4,2021-05-28,2021-05-28,123.04
id_355,2021-01-28,1,2021-02-28,,644.06
id_1384,2021-01-28,1,2021-02-28,2021-02-28,515.25
id_3179,2021-01-29,1,2021-02-28,,201.26
id_4112,2021-01-29,2,2021-03-28,2021-03-25,324.04
id_1810,2021-01-29,12,2022-01-28,,155.21
id_2336,2021-01-31,2,2021-03-28,2021-03-28,202.53
id_3912,2021-02-05,12,2022-02-05,2022-02-04,258.68
id_658,2021-02-06,3,2021-05-06,2021-04-11,77.59
id_2006,2021-02-07,10,2021-12-07,,298.03
id_3801,2021-02-07,1,2021-03-07,2021-02-14,241.52
id_2636,2021-02-09,9,2021-11-09,2021-11-09,220.02
id_2176,2021-02-10,8,2021-10-10,2021-10-13,117.73
id_3186,2021-02-11,12,2022-02-11,,205.96
id_45,2021-02-11,8,2021-10-11,2021-10-12,168.19
id_2177,2021-02-11,5,2021-07-11,2021-07-05,99.05
id_3261,2021-02-11,8,2021-10-11,2021-10-11,119.89
id_3094,2021-02-12,10,2021-12-12,,383.18
id_49,2021-02-14,11,2022-01-14,2021-12-26,163.35
id_380,2021-02-15,5,2021-07-15,2021-07-15,140.32
id_2491,2021-02-16,9,2021-11-16,2021-04-14,357.14
id_2018,2021-02-16,11,2022-01-16,2022-01-16,431.48
id_2017,2021-02-16,9,2021-11-16,,253.86
