,目标地址省市区,目标地址代码,目标地址,被比较地址省市区,被比较地址代码,被比较地址,相似度,adcode
63,北京市市辖区海淀区,300182,知春路1号学院国际大厦709室,北京市市辖区海淀区,002573,西八里庄路69号人民政协报大厦10层,0.023995385,110108
7,北京市市辖区海淀区,300418,知春路118号知春大厦B座605E,北京市市辖区海淀区,300496,清华东路9号创达大厦1层101-105室(东升地区),0.023988616,110108
6,广东省深圳市宝安区,300232,福永街道桥头社区永福路112号A栋,广东省深圳市宝安区,300812,沙井街道大王山社区西部工业园第一幢,0.023959816,440306
17,北京市市辖区海淀区,300552,中关村软件园12号楼A区,北京市市辖区海淀区,002350,西北旺东路10号院东区4号楼107,0.02391487,110108
28,北京市市辖区海淀区,300182,知春路1号学院国际大厦709室,北京市市辖区海淀区,300477,上地三街9号(嘉华大厦)D座1211、1212,0.023913719,110108
69,广东省深圳市南山区,300227,高新区北区朗山路13号清华紫光科技园C座1层,广东省深圳市南山区,002912,粤海街道高新区社区高新南七道20号深圳国家工程实验室大楼A1403,0.023897514,440305
58,北京市市辖区海淀区,300191,北洼路30号1号楼A416室,北京市市辖区海淀区,002410,西北旺东路10号院东区13号楼,0.023893503,110108
33,广东省深圳市南山区,300277,深南大道市高新技术园R2厂房B区3a层,广东省深圳市南山区,002191,科技中二路劲嘉科技大厦18-19层,0.023891432,440305
34,广东省深圳市南山区,300760,高新技术产业园区科技南十二路迈瑞大厦1-4层,广东省深圳市南山区,002587,粤海街道学府路63号高新区联合总部大厦10楼,0.023865314,440305
31,广东省深圳市南山区,300656,高新区中区科技园工业厂房25栋1段5层（1）号,广东省深圳市南山区,002359,南头街道大新路马家龙创新大厦A座10层,0.023858968,440305
8,北京市市辖区海淀区,300810,地锦路9号院15号楼409室,北京市市辖区海淀区,002362,东北旺西路8号5号楼三层,0.02385626,110108
7,北京市市辖区海淀区,300674,高梁桥斜街42号院1号楼5层1-519,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,0.023848362,110108
9,广东省深圳市南山区,300348,粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,广东省深圳市南山区,300615,茶光路波顿科技园B栋万科云创17层05号,0.02384651,440305
34,北京市市辖区海淀区,300369,北洼路4号益泰大厦5层,北京市市辖区海淀区,002306,马甸东路19号9层1017,0.023817027,110108
10,广东省深圳市南山区,002210,大新路198号马家龙创新大厦A栋601,广东省深圳市南山区,002351,科技园深南大道9998号万利达科技大厦22层9单元,0.02379375,440305
12,广东省深圳市龙岗区,300303,平湖街道鹅公岭社区鹅岭工业区4号,广东省深圳市龙岗区,002916,坪地街道盐龙大道1639号,0.023785735,440307
48,北京市市辖区海淀区,300296,颐和园北正红旗西街9号,北京市市辖区海淀区,002385,中关村大街27号1901A,0.023743853,110108
24,广东省深圳市南山区,300656,高新区中区科技园工业厂房25栋1段5层（1）号,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,0.023742583,440305
2,广东省深圳市福田区,300350,华富街道莲花一村社区皇岗路5001号深业上城（南区）T2栋4308,广东省深圳市福田区,300556,福强路3030号文化体育产业总部大厦17楼,0.023739707,440304
20,北京市市辖区海淀区,300332,西直门北大街32号枫蓝国际中心2号楼906室,北京市市辖区海淀区,300552,中关村软件园12号楼A区,0.023706732,110108
37,北京市市辖区海淀区,300302,地锦路9号院2号楼-1至4层101,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,0.023690954,110108
11,广东省深圳市南山区,300638,南海大道1057号科技大厦二期A栋501A号,广东省深圳市南山区,002047,沙河街道华侨城东部工业区F1栋107号,0.023647241,440305
44,北京市市辖区海淀区,300296,颐和园北正红旗西街9号,北京市市辖区海淀区,002362,东北旺西路8号5号楼三层,0.02362482,110108
73,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002851,"高新技术产业园北区朗山路13号清华紫光科技园5层A,B,C501-503,D,E",0.0236221,440305
13,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,北京市市辖区海淀区,002462,昆明湖南路11号1号楼,0.023606556,110108
47,北京市市辖区海淀区,300332,西直门北大街32号枫蓝国际中心2号楼906室,北京市市辖区海淀区,002462,昆明湖南路11号1号楼,0.02359327,110108
51,广东省深圳市南山区,300668,粤海街道科苑路15号科兴科学园B4单元13楼,广东省深圳市南山区,002957,粤海街道高新区中区麻雀岭工业区M-7栋中钢大厦一层及M-6栋中钢大厦五层B区,0.023568993,440305
12,北京市市辖区海淀区,002410,西北旺东路10号院东区13号楼,北京市市辖区海淀区,002963,中关村南大街17号3号楼1902室,0.023547592,110108
71,广东省深圳市南山区,300252,粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B座26层,广东省深圳市南山区,002979,桃源街道学苑大道1001号南山智园A3栋9-11楼,0.02353406,440305
2,广东省深圳市宝安区,300538,新安街道海旺社区N12区新湖路99号壹方中心北区三期A塔1001,广东省深圳市宝安区,300739,新桥街道上星第二工业区南环路32号B栋,0.023476668,440306
37,广东省深圳市南山区,300693,西丽街道松白路1002号百旺信高科技工业园2区6栋,广东省深圳市南山区,002587,粤海街道学府路63号高新区联合总部大厦10楼,0.023469344,440305
21,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,北京市市辖区海淀区,002819,阜成路67号银都大厦12层,0.023443963,110108
50,北京市市辖区海淀区,300271,中关村东路1号院清华科技园科技大厦C座25层,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,0.023416862,110108
4,广东省深圳市南山区,002672,高新区北区朗山路9号东江环保大楼1楼、3楼、8楼北面、9楼、10楼、11楼、12楼,广东省深圳市南山区,002869,粤海街道科技南路16号深圳湾科技生态园11栋A座18-20层01-08号,0.02341562,440305
54,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,002351,科技园深南大道9998号万利达科技大厦22层9单元,0.023405345,440305
32,北京市市辖区海淀区,300370,地锦路9号院6号楼,北京市市辖区海淀区,002279,文慧园甲12号楼1层,0.023395931,110108
20,广东省深圳市南山区,300811,北环路南头第五工业区2栋3层301-306室,广东省深圳市南山区,002341,南海大道3025号创意大厦13-14楼,0.02339315,440305
4,北京市市辖区海淀区,300072,人大北路33号1号楼大行基业大厦9层,北京市市辖区海淀区,300157,丰秀中路3号院4号楼401室,0.023383152,110108
73,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002869,粤海街道科技南路16号深圳湾科技生态园11栋A座18-20层01-08号,0.023345284,440305
34,广东省深圳市南山区,300533,科技中二路1号深圳软件园（2期）9栋601、602室,广东省深圳市南山区,002316,粤海街道高新区社区科技南一路28号达实大厦1902,0.023318958,440305
47,广东省深圳市南山区,300277,深南大道市高新技术园R2厂房B区3a层,广东省深圳市南山区,002359,南头街道大新路马家龙创新大厦A座10层,0.023316607,440305
15,广东省深圳市南山区,300656,高新区中区科技园工业厂房25栋1段5层（1）号,广东省深圳市南山区,002163,南海大道2061号新保辉大厦17层,0.023305066,440305
2,广东省深圳市南山区,002170,高新技术园学府路63号联合总部大厦30-31楼,广东省深圳市南山区,002210,大新路198号马家龙创新大厦A栋601,0.023301292,440305
1,广东省深圳市南山区,300277,深南大道市高新技术园R2厂房B区3a层,广东省深圳市南山区,300348,粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,0.02329302,440305
41,广东省深圳市南山区,300713,西丽街道曙光社区中山园路1001号TCL科学园区E1栋1101,广东省深圳市南山区,002813,海天一路11号5栋C座8楼、9楼,0.02325897,440305
6,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300252,粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B座26层,0.02325844,440305
12,北京市市辖区海淀区,300608,中关村南大街6号14层,北京市市辖区海淀区,002153,复兴路甲65号-A11层,0.023255644,110108
2,广东省广州市黄埔区,002209,云埔一路23号,广东省广州市黄埔区,002833,云埔工业区云开路3号,0.023235878,440112
1,广东省广州市黄埔区,002209,云埔一路23号,广东省广州市黄埔区,002709,云埔工业区东诚片康达路8号,0.023235878,440112
8,江苏省苏州市张家港市,300228,杨舍镇晨新路19号,江苏省苏州市张家港市,002255,东南大道1号（张家港经济技术开发区）,0.02320114,320582
10,广东省深圳市南山区,002213,粤海街道高新区社区科技南路18号深圳湾科技生态园12栋A1406,广东省深圳市南山区,002359,南头街道大新路马家龙创新大厦A座10层,0.02319604,440305
25,广东省深圳市南山区,300745,桃源街道塘岭路1号金骐智谷大厦5楼,广东省深圳市南山区,002351,科技园深南大道9998号万利达科技大厦22层9单元,0.023185909,440305
55,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,002341,南海大道3025号创意大厦13-14楼,0.023158187,440305
29,广东省深圳市南山区,002227,高新技术产业园北区松坪山路3号奥特迅电力大厦,广东省深圳市南山区,002957,粤海街道高新区中区麻雀岭工业区M-7栋中钢大厦一层及M-6栋中钢大厦五层B区,0.023151783,440305
24,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,广东省深圳市南山区,002163,南海大道2061号新保辉大厦17层,0.023144485,440305
33,北京市市辖区海淀区,300296,颐和园北正红旗西街9号,北京市市辖区海淀区,300797,高梁桥斜街13号,0.023138627,110108
10,广东省深圳市南山区,300506,高新南九道10号深圳湾科技生态园10栋A座17-20层01-06号,广东省深圳市南山区,300656,高新区中区科技园工业厂房25栋1段5层（1）号,0.023137305,440305
28,广东省深圳市南山区,300633,粤海街道麻岭社区高新中区科技中2路1号深圳软件园（2期）12栋201、202,广东省深圳市南山区,002314,招商街道赤湾社区赤湾六路8号南山开发集团赤湾总部大厦2501,0.023089394,440305
4,广东省广州市黄埔区,002169,云埔工业区埔南路51号,广东省广州市黄埔区,002841,云埔四路6号,0.023086505,440112
14,广东省深圳市南山区,002047,沙河街道华侨城东部工业区F1栋107号,广东省深圳市南山区,002314,招商街道赤湾社区赤湾六路8号南山开发集团赤湾总部大厦2501,0.023068653,440305
37,北京市市辖区海淀区,300477,上地三街9号(嘉华大厦)D座1211、1212,北京市市辖区海淀区,002657,学院路39号唯实大厦1006室,0.023051277,110108
38,广东省深圳市南山区,002161,粤海街道高新南十道63号高新区联合总部大厦27、28楼,广东省深圳市南山区,002970,学苑大道1001号南山智园B1栋21-23楼,0.023050532,440305
33,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,0.023022013,440305
14,广东省深圳市南山区,002399,松坪山郎山路21号,广东省深圳市南山区,002869,粤海街道科技南路16号深圳湾科技生态园11栋A座18-20层01-08号,0.022990238,440305
21,北京市市辖区海淀区,300367,学院路35号世宁大厦4层408室,北京市市辖区海淀区,300661,西三环北路87号13层3-1301,0.022980321,110108
14,广东省深圳市宝安区,300812,沙井街道大王山社区西部工业园第一幢,广东省深圳市宝安区,002938,燕罗街道燕川社区松罗路鹏鼎园区厂房A1栋至A3栋,0.022969907,440306
12,北京市市辖区海淀区,300552,中关村软件园12号楼A区,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,0.022948893,110108
2,北京市市辖区海淀区,300045,东北旺西路8号院中关村软件园乙18号楼创通科技大厦,北京市市辖区海淀区,300072,人大北路33号1号楼大行基业大厦9层,0.022915475,110108
8,广东省深圳市南山区,300277,深南大道市高新技术园R2厂房B区3a层,广东省深圳市南山区,300546,粤海街道深圳市软件产业基地1栋C座9层,0.02291419,440305
5,北京市市辖区海淀区,300065,地锦路7号院10号楼5层501,北京市市辖区海淀区,300150,创业路8号3号楼6层3-9,0.02291233,110108
42,广东省深圳市南山区,002052,高新区北区第五工业区彩虹科技大楼A6楼,广东省深圳市南山区,002979,桃源街道学苑大道1001号南山智园A3栋9-11楼,0.022908282,440305
50,北京市市辖区海淀区,300287,塔院志新村2号金唐酒店3层3078,北京市市辖区海淀区,002405,学院路7号弘彧大厦10层1002A室,0.02289341,110108
73,北京市市辖区海淀区,300075,西直门北大街32号枫蓝国际中心1号楼18层1805室,北京市市辖区海淀区,002721,复兴路17号国海广场A座7层701-716室,0.022874009,110108
55,广东省深圳市南山区,300252,粤海街道高新区社区高新南九道10号深圳湾科技生态园10栋B座26层,广东省深圳市南山区,002518,高新北区科技中二路软件园1栋4楼401、402室,0.022821888,440305
5,广东省深圳市罗湖区,002285,深南东路2028号罗湖商务中心12楼,广东省深圳市罗湖区,002830,笋岗街道梨园路8号HALO广场（笋岗3号仓库整栋）3层15-16室,0.022799838,440303
11,北京市市辖区海淀区,300296,颐和园北正红旗西街9号,北京市市辖区海淀区,300406,花园东路15号旷怡大厦5层,0.022795063,110108
39,北京市市辖区海淀区,300332,西直门北大街32号枫蓝国际中心2号楼906室,北京市市辖区海淀区,002362,东北旺西路8号5号楼三层,0.022794308,110108
33,北京市市辖区海淀区,300191,北洼路30号1号楼A416室,北京市市辖区海淀区,300552,中关村软件园12号楼A区,0.022770366,110108
31,北京市市辖区海淀区,300455,知春路61号9层,北京市市辖区海淀区,002405,学院路7号弘彧大厦10层1002A室,0.022755483,110108
2,北京市市辖区海淀区,300231,苏州街29号维亚大厦12层071室,北京市市辖区海淀区,300287,塔院志新村2号金唐酒店3层3078,0.022717167,110108
8,广东省深圳市宝安区,300576,福海街道新田社区新田大道71-5号301（1-3层）,广东省深圳市宝安区,002475,沙井街道蚝一西部三洋新工业区A栋2层,0.02271431,440306
52,广东省深圳市南山区,300668,粤海街道科苑路15号科兴科学园B4单元13楼,广东省深圳市南山区,002970,学苑大道1001号南山智园B1栋21-23楼,0.022689795,440305
8,北京市市辖区海淀区,002573,西八里庄路69号人民政协报大厦10层,北京市市辖区海淀区,002963,中关村南大街17号3号楼1902室,0.02268614,110108
29,广东省深圳市南山区,300348,粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,广东省深圳市南山区,002163,南海大道2061号新保辉大厦17层,0.022670167,440305
27,北京市市辖区海淀区,300608,中关村南大街6号14层,北京市市辖区海淀区,002642,北四环西路56号10层1002-1,0.022660546,110108
20,广东省深圳市南山区,300693,西丽街道松白路1002号百旺信高科技工业园2区6栋,广东省深圳市南山区,002289,粤海街道深圳市软件产业基地1栋A座13层1302,0.022636503,440305
4,广东省深圳市福田区,300333,泰然八路泰然大厦C座1605,广东省深圳市福田区,300621,新洲路以西、莲花路以南振业景洲大厦裙楼101,0.022590637,440304
32,广东省深圳市南山区,300713,西丽街道曙光社区中山园路1001号TCL科学园区E1栋1101,广东省深圳市南山区,002421,高新技术产业园W1-A栋5楼,0.022589594,440305
20,广东省深圳市南山区,002106,高新北二道29号,广东省深圳市南山区,002399,松坪山郎山路21号,0.02253495,440305
45,广东省深圳市南山区,300311,高新区科技中2路软件园2栋6楼,广东省深圳市南山区,002351,科技园深南大道9998号万利达科技大厦22层9单元,0.022523846,440305
12,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,300468,科技中二路深圳科技园12#楼402、深圳软件园（2期）13栋302室,0.02249706,440305
3,广东省深圳市南山区,300638,南海大道1057号科技大厦二期A栋501A号,广东省深圳市南山区,300693,西丽街道松白路1002号百旺信高科技工业园2区6栋,0.022486461,440305
35,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,002047,沙河街道华侨城东部工业区F1栋107号,0.02245876,440305
38,广东省深圳市南山区,300348,粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,0.022457823,440305
12,北京市市辖区海淀区,300661,西三环北路87号13层3-1301,北京市市辖区海淀区,002279,文慧园甲12号楼1层,0.022410095,110108
5,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,北京市市辖区海淀区,002362,东北旺西路8号5号楼三层,0.02238522,110108
30,广东省深圳市南山区,300468,科技中二路深圳科技园12#楼402、深圳软件园（2期）13栋302室,广东省深圳市南山区,002197,粤海街道西海岸大厦18楼,0.022376454,440305
12,广东省深圳市南山区,300745,桃源街道塘岭路1号金骐智谷大厦5楼,广东省深圳市南山区,002191,科技中二路劲嘉科技大厦18-19层,0.02233922,440305
76,北京市市辖区海淀区,300072,人大北路33号1号楼大行基业大厦9层,北京市市辖区海淀区,002933,西杉创意园四区4号楼,0.022337547,110108
56,北京市市辖区海淀区,300332,西直门北大街32号枫蓝国际中心2号楼906室,北京市市辖区海淀区,002933,西杉创意园四区4号楼,0.02232518,110108
1,广东省深圳市南山区,002766,南头街道安乐社区关口二路15号智恒产业园19栋2层,广东省深圳市南山区,002835,粤海街道深圳湾科技生态园9栋B4座23楼,0.022323802,440305
29,广东省深圳市南山区,002170,高新技术园学府路63号联合总部大厦30-31楼,广东省深圳市南山区,002835,粤海街道深圳湾科技生态园9栋B4座23楼,0.02230074,440305
26,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,广东省深圳市南山区,002191,科技中二路劲嘉科技大厦18-19层,0.022299517,440305
6,广东省深圳市南山区,002851,"高新技术产业园北区朗山路13号清华紫光科技园5层A,B,C501-503,D,E",广东省深圳市南山区,002979,桃源街道学苑大道1001号南山智园A3栋9-11楼,0.022279842,440305
4,广东省深圳市南山区,002052,高新区北区第五工业区彩虹科技大楼A6楼,广东省深圳市南山区,002170,高新技术园学府路63号联合总部大厦30-31楼,0.022248786,440305
1,北京市市辖区海淀区,002642,北四环西路56号10层1002-1,北京市市辖区海淀区,002657,学院路39号唯实大厦1006室,0.02224545,110108
58,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,广东省深圳市南山区,002886,南头关口二路智恒战略性新兴产业园10栋1至2楼,0.022241982,440305
4,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,北京市市辖区海淀区,002462,昆明湖南路11号1号楼,0.022241388,110108
6,北京市市辖区海淀区,300719,知春路1号学院国际大厦11层1112室,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,0.022235552,110108
16,北京市市辖区海淀区,300370,地锦路9号院6号楼,北京市市辖区海淀区,300552,中关村软件园12号楼A区,0.022201428,110108
47,北京市市辖区海淀区,300369,北洼路4号益泰大厦5层,北京市市辖区海淀区,002642,北四环西路56号10层1002-1,0.022192465,110108
7,广东省深圳市龙岗区,300778,中心城清林中路39号新城市大厦10楼,广东省深圳市龙岗区,002916,坪地街道盐龙大道1639号,0.02218217,440307
32,北京市市辖区海淀区,300369,北洼路4号益泰大厦5层,北京市市辖区海淀区,002153,复兴路甲65号-A11层,0.022177992,110108
8,北京市市辖区海淀区,002350,西北旺东路10号院东区4号楼107,北京市市辖区海淀区,002462,昆明湖南路11号1号楼,0.022164632,110108
43,北京市市辖区海淀区,300370,地锦路9号院6号楼,北京市市辖区海淀区,002462,昆明湖南路11号1号楼,0.02216315,110108
7,广东省深圳市南山区,002170,高新技术园学府路63号联合总部大厦30-31楼,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,0.022147262,440305
21,广东省深圳市南山区,300811,北环路南头第五工业区2栋3层301-306室,广东省深圳市南山区,002351,科技园深南大道9998号万利达科技大厦22层9单元,0.022136694,440305
31,广东省深圳市南山区,300311,高新区科技中2路软件园2栋6楼,广东省深圳市南山区,002170,高新技术园学府路63号联合总部大厦30-31楼,0.02211437,440305
6,广东省深圳市龙岗区,300647,龙城街道黄阁坑社区腾飞路9号创投大厦3602,广东省深圳市龙岗区,002875,坂田街道雪岗路2018号天安云谷产业园一期3栋A座13-17楼,0.022107646,440307
50,广东省深圳市南山区,300227,高新区北区朗山路13号清华紫光科技园C座1层,广东省深圳市南山区,002359,南头街道大新路马家龙创新大厦A座10层,0.022094995,440305
31,北京市市辖区海淀区,300667,上地七街1号汇众2号楼710室,北京市市辖区海淀区,002933,西杉创意园四区4号楼,0.022091523,110108
19,广东省深圳市南山区,300112,高新技术产业园北区三号路万讯自控大楼1-6层,广东省深圳市南山区,300615,茶光路波顿科技园B栋万科云创17层05号,0.022089228,440305
34,北京市市辖区海淀区,300367,学院路35号世宁大厦4层408室,北京市市辖区海淀区,002279,文慧园甲12号楼1层,0.02208301,110108
0,广东省深圳市福田区,300052,深南中路电子科技大厦C座43层A1,广东省深圳市福田区,300085,沙头街道天安社区泰然五路天安数码城天祥大厦10A-1,0.022076966,440304
1,广东省深圳市南山区,002518,高新北区科技中二路软件园1栋4楼401、402室,广东省深圳市南山区,002587,粤海街道学府路63号高新区联合总部大厦10楼,0.022061907,440305
25,广东省深圳市南山区,300572,粤海街道学府路63号高新区联合总部大厦35楼,广东省深圳市南山区,002210,大新路198号马家龙创新大厦A栋601,0.022040559,440305
10,广东省深圳市南山区,300077,西丽街道松坪山社区宝深路109号国民技术大厦1楼,广东省深圳市南山区,300348,粤海街道沙河西路深圳湾科技生态园一区2栋A座5层,0.022017762,440305
4,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,北京市市辖区海淀区,002350,西北旺东路10号院东区4号楼107,0.022006176,110108
43,广东省深圳市南山区,300227,高新区北区朗山路13号清华紫光科技园C座1层,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,0.021995703,440305
47,广东省深圳市南山区,300531,粤海街道学府路63号高新区联合总部大厦36楼,广东省深圳市南山区,002518,高新北区科技中二路软件园1栋4楼401、402室,0.02198327,440305
9,广东省深圳市宝安区,300812,沙井街道大王山社区西部工业园第一幢,广东省深圳市宝安区,002781,新安街道海旺社区宝兴路6号海纳百川总部大厦B座12层-16层,0.021966279,440306
22,广东省深圳市南山区,300546,粤海街道深圳市软件产业基地1栋C座9层,广东省深圳市南山区,002163,南海大道2061号新保辉大厦17层,0.021954095,440305
3,广东省深圳市福田区,002416,泰然大道东泰然劲松大厦20F,广东省深圳市福田区,002775,深南大道1006号深圳国际创新中心（福田科技广场）A栋35、36层,0.021950563,440304
58,北京市市辖区海淀区,300072,人大北路33号1号楼大行基业大厦9层,北京市市辖区海淀区,002350,西北旺东路10号院东区4号楼107,0.021931749,110108
0,北京市市辖区海淀区,300608,中关村南大街6号14层,北京市市辖区海淀区,300661,西三环北路87号13层3-1301,0.02192538,110108
21,广东省深圳市南山区,002341,南海大道3025号创意大厦13-14楼,广东省深圳市南山区,002917,高新技术产业园区（南区）R2-A栋3、4层,0.021906981,440305
7,北京市市辖区海淀区,002573,西八里庄路69号人民政协报大厦10层,北京市市辖区海淀区,002955,上地三街9号C座C1104室,0.021903558,110108
7,广东省深圳市福田区,300052,深南中路电子科技大厦C座43层A1,广东省深圳市福田区,300621,新洲路以西、莲花路以南振业景洲大厦裙楼101,0.021894636,440304
11,北京市市辖区海淀区,300386,学清路9号汇智大厦B楼17层,北京市市辖区海淀区,300523,丰秀中路3号院1号楼-1至5层305,0.021868825,110108
10,广东省深圳市南山区,300468,科技中二路深圳科技园12#楼402、深圳软件园（2期）13栋302室,广东省深圳市南山区,300638,南海大道1057号科技大厦二期A栋501A号,0.021865884,440305
31,广东省深圳市南山区,300546,粤海街道深圳市软件产业基地1栋C座9层,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,0.02185671,440305
16,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,北京市市辖区海淀区,002987,西三环北路25号7层,0.021844279,110108
57,北京市市辖区海淀区,300296,颐和园北正红旗西街9号,北京市市辖区海淀区,002657,学院路39号唯实大厦1006室,0.021842156,110108
12,北京市市辖区海淀区,300296,颐和园北正红旗西街9号,北京市市辖区海淀区,300418,知春路118号知春大厦B座605E,0.021822361,110108
27,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,广东省深圳市南山区,002957,粤海街道高新区中区麻雀岭工业区M-7栋中钢大厦一层及M-6栋中钢大厦五层B区,0.021821028,440305
9,江苏省苏州市张家港市,300228,杨舍镇晨新路19号,江苏省苏州市张家港市,002274,金港镇保税区扬子江国际化学工业园南海路1号,0.021804808,320582
0,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,北京市市辖区海淀区,002385,中关村大街27号1901A,0.021792985,110108
30,北京市市辖区海淀区,300552,中关村软件园12号楼A区,北京市市辖区海淀区,002649,西北旺东路10号院东区7号楼博彦科技大厦,0.021718353,110108
2,广东省深圳市南山区,300615,茶光路波顿科技园B栋万科云创17层05号,广东省深圳市南山区,300638,南海大道1057号科技大厦二期A栋501A号,0.021703836,440305
54,北京市市辖区海淀区,300352,中关村南大街34号中关村科技发展大厦C座1602室,北京市市辖区海淀区,002819,阜成路67号银都大厦12层,0.021699946,110108
54,北京市市辖区海淀区,300370,地锦路9号院6号楼,北京市市辖区海淀区,002963,中关村南大街17号3号楼1902室,0.021694731,110108
37,北京市市辖区海淀区,300002,万泉庄路28号万柳新贵大厦A座6层601室,北京市市辖区海淀区,300455,知春路61号9层,0.021678824,110108
5,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,北京市市辖区海淀区,002554,马甸东路17号11层1212,0.021654932,110108
21,广东省深圳市南山区,300572,粤海街道学府路63号高新区联合总部大厦35楼,广东省深圳市南山区,002163,南海大道2061号新保辉大厦17层,0.021653926,440305
65,北京市市辖区海淀区,300045,东北旺西路8号院中关村软件园乙18号楼创通科技大厦,北京市市辖区海淀区,002383,知春路118号知春大厦1501室,0.021635858,110108
3,北京市市辖区海淀区,300552,中关村软件园12号楼A区,北京市市辖区海淀区,300667,上地七街1号汇众2号楼710室,0.021621471,110108
13,北京市市辖区海淀区,300608,中关村南大街6号14层,北京市市辖区海淀区,002279,文慧园甲12号楼1层,0.021579713,110108
55,北京市市辖区海淀区,300065,地锦路7号院10号楼5层501,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,0.021578845,110108
13,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,300468,科技中二路深圳科技园12#楼402、深圳软件园（2期）13栋302室,0.021572676,440305
30,广东省深圳市南山区,300572,粤海街道学府路63号高新区联合总部大厦35楼,广东省深圳市南山区,002313,大新路198号马家龙创新大厦17层1701,0.021567548,440305
72,广东省深圳市南山区,300235,南头街道马家龙社区大新路198号创新大厦B栋901,广东省深圳市南山区,002979,桃源街道学苑大道1001号南山智园A3栋9-11楼,0.02155704,440305
4,北京市市辖区海淀区,002279,文慧园甲12号楼1层,北京市市辖区海淀区,002373,东北旺西路8号中关村软件园一期27号楼B座501号,0.0215494,110108
73,广东省深圳市南山区,300042,高新技术产业园区高新南六道朗科大厦16、18、19楼,广东省深圳市南山区,002835,粤海街道深圳湾科技生态园9栋B4座23楼,0.0215477,440305
4,北京市市辖区海淀区,300352,中关村南大街34号中关村科技发展大厦C座1602室,北京市市辖区海淀区,300386,学清路9号汇智大厦B楼17层,0.021535354,110108
13,广东省深圳市南山区,300771,学苑大道1001号南山智园C3栋15层,广东省深圳市南山区,002218,侨城北路香年广场[南区]主楼（A座）栋―座8层802、803、804号房,0.0214809,440305
40,北京市市辖区海淀区,300296,颐和园北正红旗西街9号,北京市市辖区海淀区,002153,复兴路甲65号-A11层,0.021463227,110108
55,北京市市辖区海淀区,300296,颐和园北正红旗西街9号,北京市市辖区海淀区,002642,北四环西路56号10层1002-1,0.021451496,110108
20,广东省深圳市福田区,300350,华富街道莲花一村社区皇岗路5001号深业上城（南区）T2栋4308,广东省深圳市福田区,002939,福田街道金田路2026号能源大厦南塔楼10-19层,0.021450741,440304
7,广东省深圳市南山区,300047,粤海街道高新区南区市高新技术工业村T3栋B3楼,广东省深圳市南山区,300235,南头街道马家龙社区大新路198号创新大厦B栋901,0.0214293,440305
30,北京市市辖区海淀区,300369,北洼路4号益泰大厦5层,北京市市辖区海淀区,002065,紫金数码园3号楼15层1501,0.021428963,110108
7,北京市市辖区海淀区,002642,北四环西路56号10层1002-1,北京市市辖区海淀区,002963,中关村南大街17号3号楼1902室,0.021409743,110108
